Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen
2,2,651,10075,19602,2336,5925,1681
2,1,1321,14978,15210,9097,1437,2753
1,2,201,1085,1560,9073,9687,5191
1,2,1903,7832,15671,4599,2405,1255
2,2,1453,13388,6198,3066,5156,4407
2,3,571,10707,5969,8356,3810,4278
2,3,1294,1846,2562,7664,2677,5771
2,3,252,7389,5918,2129,8924,942
2,2,1036,7971,23225,4839,7530,2897
1,2,1052,367,936,7781,1467,1025
2,3,315,19915,24673,1266,4308,1429
1,3,564,14181,6186,6002,2409,2677
1,1,1778,10094,3571,2136,2748,5378
1,2,1757,14740,10354,3326,616,1627
1,3,253,15659,2613,9033,6283,770
1,3,1248,2479,7242,4864,2100,3490
1,2,1793,6574,11186,4095,2298,5201
1,1,1541,9277,18947,155,1716,3825
1,3,1377,14416,16249,9298,3781,1191
2,1,1373,11090,8587,9945,2498,746
2,1,1621,17169,4036,4742,3316,1796
2,3,1246,13090,15519,6967,2319,4726
1,3,1918,10796,23958,7651,8265,4910
1,3,976,22458,21297,9363,4366,832
2,2,415,21976,22452,3675,6571,5932
2,1,505,20597,473,2064,2870,3393
1,2,292,11437,13914,3361,1705,5827
1,3,236,16172,6236,4438,1677,1500
1,3,1201,8680,20135,2948,2993,5232
1,2,1940,23181,18763,6973,8270,506
1,1,549,3095,5931,6760,2484,1139
2,3,1499,14824,14031,2721,2512,4354
2,1,698,7942,24456,103,6590,2246
2,2,797,16613,1711,3695,7131,5935
1,1,328,10358,11444,247,738,5277
2,2,1791,1973,2945,9488,2340,4988
1,3,863,776,6433,5509,4636,617
2,1,1059,9881,20226,6844,9961,1396
1,3,692,22961,848,2880,5116,2966
1,3,872,6563,2176,8503,5736,5887
1,3,1837,5894,18912,8331,2758,5577
2,3,1713,2452,21231,3605,8181,329
1,2,1024,22851,5642,7410,1855,4244
1,2,441,14667,22357,5755,9660,746
1,3,106,2100,2206,2772,2341,612
2,1,1151,22262,21902,9389,6053,358
2,1,1269,15418,11659,9705,3364,381
2,3,553,17055,22023,5006,9589,3162
2,1,669,23753,15758,9297,5399,2877
1,2,1896,20905,17781,7232,8037,2746
2,2,1539,4246,11239,7173,6567,5430
2,2,321,1896,7066,6210,4261,2515
1,1,229,1944,9577,6084,8742,1910
2,1,1252,10982,5779,7196,1093,2585
1,2,407,18892,16261,6271,4558,1235
2,1,1546,976,19796,8783,7336,568
2,1,138,7955,531,9055,3410,595
1,1,1771,19686,13801,9184,535,5136
2,3,1600,17577,24103,2067,9862,2866
1,1,1629,7618,19024,4684,611,3295
1,2,1649,2825,7003,8721,2320,2358
2,1,1737,8716,18440,4801,9324,5182
1,2,388,17761,14118,9788,3853,1443
1,3,1271,11026,18177,5609,1092,1134
1,3,810,2709,18709,8051,8071,2957
2,3,1187,14181,21518,2302,5134,4437
2,3,1165,2366,18005,4376,8674,4573
1,1,957,19291,17999,7863,3678,2073
1,1,720,6583,24158,6181,262,4989
1,3,731,23614,4236,8576,6296,3450
2,3,182,10627,16494,7281,6800,5591
2,3,1844,23794,8298,8537,8692,3875
1,2,1417,10733,1860,4107,6637,1878
1,2,841,566,18687,3918,6799,4174
1,1,1871,7107,6146,7152,5101,4726
1,3,493,19882,18278,7462,5159,2773
1,2,1582,8484,19096,2470,1487,5420
2,3,499,14853,8815,5988,9655,2172
1,2,430,15056,21892,4239,4590,5808
2,3,595,17040,21247,9087,5054,5023
2,3,1423,15211,19717,9398,4005,4644
1,3,1993,6096,21039,3920,4240,1400
1,1,1668,3319,21646,4690,4139,2243
1,1,1256,2015,21013,4512,7973,2266
1,1,1406,17193,7681,6008,1492,5510
2,3,237,4595,5753,8538,1934,914
1,3,923,18982,20758,8262,918,2993
2,2,599,11373,12262,5023,6196,5829
2,2,309,7564,2041,855,7318,2773
2,1,1724,9655,23019,2685,9109,2309
1,3,698,10257,12945,6527,2174,4491
1,1,1327,5146,20805,668,4201,3499
1,3,1705,1816,5410,7336,9222,2559
1,3,634,24542,12031,8975,4178,4137
1,2,1080,7198,10096,4601,4759,3979
2,3,512,7195,13092,8398,3340,3247
2,3,190,18069,7671,4269,4725,1557
1,1,1870,8552,22088,9548,5113,5921
1,1,615,23160,2832,781,2203,3196
1,1,251,1347,4480,6727,5520,5180
2,1,1233,19021,2658,6405,8266,5701
1,3,1916,23938,14773,3116,5871,2029
1,3,221,8315,11857,7940,5039,1021
2,2,1000,8328,4730,4695,9437,2126
1,3,1464,16954,14235,1332,1542,1586
2,1,1815,16334,4296,5861,1066,265
2,3,583,19180,9081,2881,4783,563
1,2,1625,5026,3080,9004,7778,3742
1,3,1780,5946,19503,6026,5473,640
1,2,1528,5896,14775,2790,7606,556
2,1,829,3950,7473,5940,2586,1458
1,1,957,5944,5047,9317,5627,1724
2,3,1228,11017,2363,987,3315,5804
2,2,1545,19666,15339,9680,3906,5399
2,2,1297,13076,5124,8477,7263,4835
1,3,1550,24568,23450,1388,657,5398
1,1,556,18446,22691,5167,5574,3723
2,1,1972,17465,9759,6477,8905,2837
1,3,248,9578,4509,3881,9173,86
1,1,677,4655,23404,2894,7650,4432
1,1,1940,370,17640,5463,7124,4618
2,1,1758,4181,7910,7447,1713,2889
2,2,1197,5085,23729,9870,2180,4715
2,1,570,21483,2699,1969,3636,3519
1,2,535,18834,14379,6775,2997,5243
1,1,306,6353,10535,2919,2243,838
2,3,1648,654,11243,7176,1769,2075
2,1,1011,14815,18032,9798,7803,4011
2,2,1350,8439,6996,7626,4153,5122
1,2,414,22330,17795,3346,1105,3424
1,2,1631,13163,18388,8566,2097,616
1,3,1326,23491,13387,1265,4163,5222
2,3,164,7334,11499,5881,686,969
1,3,300,22144,12197,1360,5831,2064
2,1,1789,20888,5995,9476,4160,2733
1,2,1592,11537,23381,5486,4509,3809
1,2,690,11196,1004,5131,7435,5328
2,2,245,6036,6382,5815,9580,2502
1,3,1655,14322,15829,9941,8364,4292
2,2,306,6092,14143,5843,7450,2715
1,1,1259,19410,5874,262,1901,3047
1,2,501,17342,4889,4026,9838,2575
1,1,138,21114,23153,3162,2279,4320
1,1,1510,12162,9778,3882,5742,4143
1,1,284,20681,210,8211,9091,4994
1,3,377,11487,2493,3391,3270,5587
2,2,143,6064,15551,2088,2625,550
2,2,1445,16328,19308,8193,5516,1853
2,1,772,23514,10725,5871,5675,397
2,1,850,13326,3956,899,1331,5379
1,2,181,10882,13756,4932,3999,5013
2,3,544,19465,24115,5951,1256,3900
2,3,1116,15069,2553,1043,8906,2044
2,1,790,4744,20229,8396,4815,438
1,2,1356,15461,14956,6880,1635,3918
2,1,1354,16252,16598,2883,6584,1769
2,2,725,734,8481,9891,4182,1505
2,2,387,3829,5015,3353,3832,5668
1,1,1327,5652,9532,1577,498,1022
1,2,1819,18156,24755,3272,4498,2436
2,3,524,24805,18774,2823,6819,1473
1,3,1983,18071,9325,472,1999,487
1,2,182,7826,19690,5442,5407,2635
1,3,1390,24121,8798,6204,5109,144
2,1,1611,5075,24676,9205,2040,179
2,1,1221,9042,15338,224,315,4705
1,1,1396,17577,22124,6600,2667,4287
2,2,748,12049,18621,3834,5882,2105
2,2,525,11073,19866,7298,6974,4481
2,1,887,19253,13511,3841,7230,2419
1,2,1624,3794,19260,3651,1199,4039
1,1,478,5563,13151,6772,6895,1189
1,3,1326,22244,7628,2519,7849,1941
2,3,823,4802,18370,211,4464,5958
2,1,702,8461,16013,9015,7126,5527
1,1,566,24485,6896,9555,8449,4256
2,3,1837,16898,23546,3648,5388,1818
2,1,568,23233,17440,6957,4125,724
1,2,1972,16471,1385,1313,8309,2078
2,1,469,19630,2249,1980,8838,4814
2,1,1257,15980,4979,6174,6223,2810
2,3,1273,17069,12207,3441,3703,2830
2,3,1997,23752,2872,6129,9972,294
1,2,608,4444,24533,321,9164,969
2,2,1701,9901,7144,6934,4940,3540
1,3,332,19609,21087,485,8110,5369
1,2,178,17903,10071,9926,1109,3863
2,3,588,21268,5143,6486,9652,4444
2,2,955,9265,18433,1107,9761,156
2,1,141,13156,20600,3202,5033,5208
2,3,1506,15713,767,3725,6948,1991
1,3,160,10261,16574,5649,8521,789
1,2,1152,17916,14525,1989,6262,1026
1,2,344,331,6468,8061,6897,276
2,3,624,1934,1307,3854,1877,3208
2,1,1097,23308,22880,6737,9185,1640
2,3,1528,9771,8947,2001,7936,1953
2,1,1835,14211,24485,1555,5026,2618
2,1,1758,18442,4553,8916,2221,5095
2,1,1782,15741,18957,5526,2819,657
2,3,1205,23375,3069,9025,6854,2541
2,3,680,13793,22446,8744,1123,4369
2,1,729,21050,16891,8339,8045,5276
2,2,1371,7562,3601,9727,7851,4438
2,1,1081,17070,10472,325,6263,2998
1,3,742,22612,10098,6219,4816,4006
1,2,635,13672,23389,7172,2675,950
2,3,479,2323,7660,2511,2286,4188
2,3,1574,9008,23529,9074,7754,4319
1,2,167,2808,6645,1008,8033,3591
1,1,376,12277,20844,7384,571,5039
2,2,1258,12164,7423,7036,7641,1245
1,1,1884,14455,1077,5684,7513,80
1,3,1425,5515,22113,651,7447,5321
1,1,808,9884,21211,1786,7500,5384
1,2,1711,11459,18697,6744,8358,4350
1,1,594,6669,21382,3301,2765,4985
2,1,1904,2601,23642,6603,688,3267
1,1,952,1728,20110,8256,5682,4485
1,2,366,24102,21200,2860,7950,3059
2,1,568,15341,7563,1579,6657,1515
1,3,1860,3661,13000,6832,7630,3104
1,2,443,1894,24870,5426,6429,1032
2,1,1980,13460,20396,6092,4867,4177
1,2,1729,7063,9929,8487,4748,2290
1,3,613,20801,24901,1871,3618,5027
2,1,1516,20159,23841,3142,1183,811
2,1,442,20401,159,7637,2644,225
2,2,1896,24516,2567,4925,5469,4803
2,2,1105,7762,18531,1875,1786,5165
2,2,450,348,9912,2973,2623,4792
1,2,1278,18742,22806,7774,742,4790
2,2,635,22678,12528,9082,5340,2050
2,3,1795,5350,15807,7085,6806,2804
1,3,749,19341,351,8719,2173,1101
1,3,1635,10350,23467,8439,3821,1216
2,1,465,6984,5815,1674,8325,181
2,2,534,15235,6239,1255,6657,4344
1,3,1934,15671,22908,8433,1458,3182
1,2,483,2378,3879,1667,7932,5979
1,3,1324,10367,15475,8178,4651,1860
1,3,1566,1011,4711,6337,1638,57
2,2,1267,1368,18490,3934,2439,1624
1,3,814,4421,7435,3776,2670,2055
2,2,1801,19993,16021,8936,7972,4626
2,2,1902,3537,17526,2646,2217,1306
2,3,1191,22535,3413,9072,544,145
1,1,1103,21195,10687,8143,2877,5073
1,3,1164,2211,4767,1249,1225,1151
1,3,136,19472,23023,8273,9040,4928
2,3,796,22243,3922,4884,1680,2882
2,3,1887,20450,18619,9292,2613,2072
1,3,1814,3623,3404,3398,6023,4110
2,1,1711,3010,17078,4284,2932,3543
2,1,343,6338,23867,9818,4055,5893
1,1,894,10369,20885,3869,9357,343
2,2,270,24753,18129,523,2620,3119
2,3,359,6293,2329,6189,9019,3533
1,3,375,19147,7663,2121,1527,2443
1,3,1345,1486,9331,9779,6765,3551
2,1,435,12858,20500,8824,1726,4890
1,2,273,17159,22779,9700,802,1178
1,3,1008,2295,15767,190,8304,976
2,3,1683,12409,9498,8336,1817,3022
2,3,1070,5690,22075,4934,8750,128
1,3,109,9855,18498,5432,5283,1130
2,2,1033,20075,24352,3250,963,5090
2,1,968,5409,15760,9433,8298,4627
2,2,1080,13167,13996,2272,5977,4462
2,1,204,17825,23535,8512,6217,252
1,1,1321,9510,4914,8882,3048,775
1,3,1516,17516,18284,4409,4299,3441
2,2,808,15764,8912,4357,6553,2764
1,1,656,9433,4402,2253,4702,2469
2,1,141,4411,21632,9454,9676,3783
1,1,1979,10002,7620,4341,8762,5140
1,1,1940,2823,9735,3836,1443,2875
1,3,1931,24599,13498,8097,1600,2969
2,1,1008,1676,3736,8648,3984,840
2,3,1349,24259,24789,6978,8227,2836
2,3,1501,5131,11858,7699,8906,3753
1,2,1074,14461,10150,157,4760,5612
1,2,521,21294,13787,4383,3484,5088
1,2,263,11852,14108,761,7820,778
2,2,1202,16449,12938,6833,3720,2945
1,2,1531,13494,10483,2563,2591,5644
1,2,1952,2574,22049,3704,9291,1128
1,2,1770,11129,5895,5008,7364,2965
2,2,233,22085,11315,6760,1923,828
2,3,1139,10995,7061,1082,5696,4421
2,2,958,16488,14384,6248,7303,4146
1,2,832,24932,13444,9120,317,5480
2,1,1568,1987,18606,6417,9551,4089
2,1,948,8325,23710,5986,6220,2887
1,2,1252,10771,7914,7581,446,5840
2,1,1006,8697,21830,1725,1325,5417
2,2,1396,17873,3426,9246,7876,2875
1,1,641,14729,16881,303,5400,4313
1,3,1558,19728,12657,8487,7193,4515
1,3,961,16632,12026,1330,2472,656
2,3,307,3547,3089,6651,6896,575
2,1,1749,7724,15105,9570,2973,4108
2,3,678,18172,15848,3085,9400,3501
1,1,820,3764,24106,3940,2881,4913
1,1,1500,12255,754,4980,4111,3281
1,2,1018,10329,23509,1571,626,1021
1,1,597,3868,22240,6607,5001,3760
1,2,706,8747,20103,5139,7495,4617
1,1,719,4428,14881,5134,9902,5386
1,2,1941,10131,13394,2065,8036,1588
1,2,1553,15023,14335,7188,9332,678
1,1,375,14068,8822,6436,7964,525
2,1,223,11249,7781,3146,3475,5444
1,1,219,11289,24407,6007,7279,585
2,1,318,7157,17973,9500,6362,918
2,1,1899,22466,6080,725,8078,3710
1,3,883,2361,5176,1917,5268,1888
2,3,1277,20784,21191,4882,375,4028
2,1,1889,20665,20553,5916,2025,321
1,2,1876,4415,22509,8263,1640,1464
1,1,1351,8546,20378,3966,1432,5878
1,3,472,7454,11812,5858,2213,4104
2,1,928,10542,19701,6975,793,4964
1,1,1272,7675,7148,5754,9841,4151
1,1,824,20782,14548,1022,713,493
1,1,1883,23796,20607,8320,7749,3633
2,2,1643,1873,15360,8652,1891,4736
1,2,547,22928,15136,3267,6381,3911
2,3,1828,10497,13195,8238,2302,4254
2,1,216,1860,17460,8283,6901,2517
2,1,1357,11086,22999,3542,7254,1548
2,2,366,9550,8082,1981,3232,4764
2,1,138,17961,21206,624,4042,4343
2,2,1382,4666,12864,5462,6182,3826
2,1,822,11277,21605,2895,2947,2670
1,2,303,17725,23113,1893,254,1572
2,1,861,671,5758,6372,5677,5284
1,1,225,13617,3039,6839,598,2877
1,1,205,9251,24921,6326,8956,261
1,2,432,21168,17746,7734,6282,5738
2,1,631,13896,5975,4304,2075,2720
1,3,547,21299,11041,523,3268,5963
2,1,628,22568,17088,6771,6997,3404
2,2,1640,19272,7966,301,6075,5805
2,3,673,10062,22761,6310,4163,4045
1,3,459,8588,24524,6582,1489,3410
2,1,1136,15281,17862,1209,7788,5582
2,1,921,10434,17242,9833,7181,3739
1,1,832,4671,19762,5457,4394,447
2,2,1233,13764,22315,5286,7618,1216
2,3,586,20027,10848,5092,219,4699
2,2,964,7672,10765,5295,3092,3388
1,2,720,2009,13082,4001,8258,1451
1,3,1205,2738,18121,7785,3078,5019
1,3,1850,23082,23401,4578,5800,3399
2,3,1407,3111,1949,7578,3964,544
1,3,528,15661,12763,1412,533,4520
1,2,1907,1596,2398,8778,2610,395
1,3,497,9931,11125,3076,5743,3283
2,3,540,3495,5784,5826,5776,2023
1,3,674,22558,17545,1154,5159,1993
1,3,1802,22112,20270,4577,1479,4576
2,1,1675,18536,7413,2004,1436,779
1,1,207,6752,7928,7938,8491,4593
1,1,628,7216,17502,9744,4388,833
2,3,252,16814,15492,6314,6784,2995
2,2,1401,2534,250,7670,3301,2380
2,3,1361,21568,617,5221,1142,1881
1,1,1193,2001,20890,462,3493,235
1,2,931,23013,9347,7481,4460,3232
1,3,176,23536,2916,8743,9452,1808
1,2,1796,8883,22704,6324,6414,5486
2,1,1713,17581,18809,1061,2692,1903
1,1,1138,23767,5868,9012,3205,5089
2,3,1176,3272,3506,8957,2272,1972
2,2,663,23194,11087,8641,7915,323
2,1,331,15861,1047,3175,8201,5495
1,2,951,709,15520,8653,8239,2021
1,2,594,12171,3623,7708,2126,5239
2,1,1125,7263,17734,9829,2280,3544
1,1,1264,13662,12211,6407,5770,2395
2,2,1128,1255,17545,6761,9422,3458
1,2,956,20786,12006,7191,9294,4839
1,3,258,6821,20611,8894,5698,269
2,3,809,4674,476,6231,4251,1191
2,3,888,5886,19819,5344,1151,3325
2,3,1726,3162,15844,5073,2536,627
1,3,1585,20132,12610,3387,3265,459
1,2,184,10548,15374,6246,1915,1097
2,2,1012,24754,11392,9124,2623,4588
2,1,1620,14537,17591,4755,3522,135
2,2,1598,23087,6421,8515,1711,840
2,3,1931,10021,2604,1226,6630,5383
1,2,341,6679,17469,5685,6817,4613
1,1,691,24260,21368,2601,7507,4377
2,1,280,12173,23550,5151,4464,3057
2,3,1075,8015,8328,5721,5835,4790
2,3,1176,23650,14603,7380,6685,1477
2,1,228,15257,18950,2128,5954,4610
2,1,299,8422,16248,3865,8301,498
1,1,1197,11900,4293,2782,5519,2500
1,2,1800,15467,13546,9989,4574,5707
2,3,575,16091,10039,8791,2291,5193
1,1,854,17970,19794,1715,7937,4440
2,2,1250,5609,15963,3563,7780,3233
1,2,424,19296,6745,1123,1575,3969
1,3,1333,15475,7180,2629,2323,5528
2,2,821,11625,10616,4720,9808,2549
1,2,418,21648,14187,4670,432,3836
2,3,679,3811,22063,430,8426,2824
1,2,239,952,23928,4793,2898,1012
1,3,1737,14380,22856,6489,9314,4710
1,2,1679,23540,21256,5073,5980,2598
2,1,318,21080,14996,5658,8031,1313
1,1,638,19098,24440,2515,8515,1317
2,1,1697,20372,5568,3779,174,1560
1,1,143,5764,10969,6720,1430,469
1,3,1549,4660,8273,2765,7108,2196
1,3,708,7263,10734,9940,3265,3443
2,3,1320,23142,10588,4300,2446,455
2,2,892,1830,6815,4931,7504,1185
2,2,1877,19281,20251,984,5609,2388
1,3,657,10640,21393,8912,4595,2329
1,2,1466,10437,12488,1891,9325,517
1,1,319,3762,14439,3257,7054,3103
2,1,1423,12332,23963,4755,2399,1561
1,1,1401,17620,9095,2152,8703,4806
2,2,1611,3047,6227,6903,2041,1947
2,1,1974,9399,6586,9752,8608,1369
1,2,796,15325,19829,1304,9913,2419
2,2,968,15734,1576,3184,3001,5157
2,3,1822,926,17694,7979,1759,1734
2,3,1675,13342,9970,4077,8041,3448
1,3,1605,11584,15565,5526,9201,792
2,1,297,11859,9112,720,8237,2891
2,2,688,6067,10093,6665,8718,2548
2,2,721,11794,12575,2084,4098,4577
1,3,1356,13189,13914,6200,4089,2176
1,2,1432,13488,21845,2772,192,2699
1,2,1832,13315,13523,5702,4785,4570
1,1,430,14043,23780,5515,1336,2415
2,2,1881,14032,13975,9074,6338,1196
1,3,477,17047,16795,1253,940,4120
2,1,1667,6362,3890,9581,563,4494
2,1,1106,14325,21625,4082,2081,709
1,3,641,24407,5217,8654,4949,3593
2,3,591,10118,10176,4736,5275,1113
1,3,412,23797,1807,5511,7296,3414
2,1,964,21780,13542,5995,8439,4822
1,2,1484,1798,21370,7327,290,4288
1,2,885,23998,16341,4851,6291,153
2,3,273,10535,13624,9514,1712,4644
2,3,1418,15851,3436,8396,3746,298
2,3,1293,12523,4754,4247,4432,4123
1,2,1619,2992,3863,2981,7838,4396
2,3,1675,1700,1617,3060,2525,4992
1,1,842,22729,3132,6434,1684,5410
2,1,1362,17864,12297,6765,6374,1051
1,2,380,16296,8617,2285,3992,1633
2,3,617,23729,23419,3889,2464,3776
2,2,1578,16880,19095,2981,9026,5820
1,2,396,10381,20543,8850,9491,5505
2,3,1841,14915,4893,1126,3462,66
1,1,1681,15426,12235,9216,3703,5054
1,2,141,22754,6055,3828,5105,1493
1,3,1559,12336,16127,2205,706,5344
1,1,968,16956,15350,8988,7513,4476
1,3,558,297,20641,5432,4071,2476
2,1,1658,12162,2924,6613,4198,1925
2,3,1018,17326,3570,3361,6484,256
1,3,1418,20944,24735,3184,6989,2467
2,2,940,24370,20655,3330,3184,1436
2,3,1639,2763,19382,605,6907,3221
1,1,558,13195,15752,7920,9173,5680
1,2,785,4166,7098,4847,9723,4924
2,1,277,3325,3416,3443,1750,664
1,3,1560,19524,12634,1632,5293,812
2,1,170,18019,6523,1204,3155,3901
1,1,1572,5056,7248,4555,402,5309
2,1,1316,18597,18633,952,1192,2887
2,2,1232,18782,743,6587,4022,744
1,2,1703,1552,15303,124,1796,2925
2,3,423,2031,24845,1568,9474,4710
2,3,1709,3974,14204,6747,5055,1418
2,1,490,2771,9436,6501,3168,4363
2,2,1888,4724,19717,4490,4810,1888
2,1,1832,1480,17041,3310,348,1484
2,1,1646,8890,8841,2616,7602,741
1,2,1086,18370,14188,835,8068,4641
1,2,1294,15770,19234,4757,2714,2704
2,3,762,22906,1216,5389,9163,4072
2,2,181,17939,19703,2677,4715,4975
2,2,1484,11624,20577,7196,7885,3940
1,3,1450,16190,346,2795,1298,5921
1,3,874,3800,22733,5718,9314,5119
2,1,209,1585,10646,7211,1303,4438
1,3,460,783,17545,8383,9738,1749
1,1,496,16835,18734,8965,6660,2495
1,2,821,4174,5364,780,8311,4128
1,2,1916,13901,16362,1988,6849,3492
1,1,278,10530,5811,6337,6054,4395
2,3,1359,10207,3165,9892,9758,597
1,1,992,20172,7840,2778,726,1186
1,2,500,13488,22807,4971,1322,760
1,1,507,12023,5347,8067,4059,4673
1,2,159,17545,10839,2998,1406,5944
1,1,559,18495,12858,3382,385,3366
2,3,1864,13556,14272,5976,7034,1436
2,3,387,14324,13704,5183,3232,2604
2,1,1866,10424,24083,9204,8862,4917
2,3,516,9706,11438,7555,8328,2633
1,3,921,4361,18223,6674,3848,3076
1,2,1972,670,21472,6871,1318,4329
2,1,856,6258,6876,2994,9802,1402
1,3,1501,1591,12304,619,6258,5866
2,2,493,22016,22926,2786,5930,1830
2,2,1079,10435,24445,8993,6925,2482
2,3,1715,3604,12436,9318,656,3057
2,2,307,405,23514,302,6476,4202
1,2,1028,1209,8369,4457,9764,669
2,3,1868,22920,21943,696,2859,4615
1,3,1162,16785,2211,4560,5100,2739
1,2,1655,4336,18211,8132,1441,4650
1,2,1862,17026,22472,7229,8851,5521
1,2,117,6996,18660,3210,2182,4409
2,3,1042,19679,23796,9018,1449,4353
1,3,1138,15855,12918,9277,7426,2633
1,2,1885,19035,3363,6194,2534,4755
2,2,1647,21340,19550,1520,4488,4024
2,2,436,10115,21306,1002,332,1117
2,2,267,4027,3226,6574,2847,5159
1,1,255,18289,6037,2689,9660,1018
2,2,1080,17458,23353,7883,1025,529
1,1,566,3993,19756,6443,520,2020
1,3,1316,1288,2779,6642,2040,4273
2,3,704,18407,20820,9791,1537,758
1,1,337,3048,11485,4605,511,1627
2,3,847,11287,7272,5085,6545,1366
2,3,1150,10179,7221,9522,9791,5704
1,3,1124,6499,18225,7893,4161,1121
2,2,181,8608,4268,7193,4675,4377
2,2,1487,9451,1436,9282,2764,144
1,1,783,13751,1509,2854,1223,1286
2,2,1790,11222,7285,3156,8868,2837
1,1,1724,15353,18114,8958,2265,1358
2,3,915,21748,10150,7877,6849,3833
2,1,1765,19071,12027,9409,9745,2733
2,2,1084,213,2632,3781,5714,5534
1,2,1649,11253,23144,2749,7978,4158
1,2,1709,17324,10067,4606,5440,4590
1,3,546,9960,22594,554,7528,3335
1,3,740,6872,21085,6223,7439,559
2,1,1110,11429,12841,3313,4811,921
1,1,1136,21040,22151,240,7139,654
1,3,1637,20361,22476,8361,5252,4450
1,3,987,23540,6344,5327,2069,1488
2,2,938,6026,7603,5858,7990,5843
2,1,1333,16006,18300,7078,3855,5593
1,1,291,21427,3402,3457,2646,5198
1,1,260,2756,7890,2921,9297,2840
1,1,1583,2316,17343,6755,3209,328
1,3,1363,19361,12857,9093,2661,5321
1,2,633,21768,9840,8112,2026,3779
2,1,594,19722,24604,7490,9834,4183
2,1,1581,10567,19203,5010,4546,1284
2,2,773,9675,8449,3477,6385,559
2,1,1216,9952,9804,9559,5073,5578
2,1,1327,7337,9921,214,6915,5954
1,1,1222,514,169,4652,1933,250
2,2,1785,12665,851,8528,9448,4239
1,1,1274,24443,21471,5017,921,1745
2,1,581,24217,21844,5706,2779,4762
2,3,1015,4640,19107,9560,5427,3463
2,2,733,23938,5729,2526,9335,2555
2,2,1682,4017,17156,893,7430,4623
2,3,752,1240,540,9242,9977,3268
2,1,1736,24227,13774,1026,3045,2373
1,2,1948,5568,13261,2585,2521,3728
1,2,1032,19003,9292,5873,5459,1127
2,3,1547,10418,18427,5670,6058,4970
1,1,1537,22957,3438,9401,3451,2118
1,2,507,6065,8788,7977,3878,4724
1,1,694,16148,4437,3162,8967,3906
2,2,977,21043,17634,4908,8970,2184
2,3,1521,3781,8464,2799,8749,3479
1,2,343,17968,14729,6686,9414,169
1,3,218,301,13579,9055,4328,2931
1,3,1961,14687,20334,6462,2623,4486
1,3,819,1131,288,102,1533,999
2,2,1106,24968,10711,1718,2586,4216
2,3,523,9784,18974,1262,6853,4362
2,1,1826,4299,7558,8912,5760,2338
1,1,813,23479,4868,5822,4379,4051
1,3,1790,10199,24365,1116,235,5580
1,3,802,12379,13155,8725,6983,1563
2,2,152,1529,16690,7418,9233,1316
1,1,630,4535,1342,1169,6494,4542
2,2,1101,6008,14201,2833,3884,253
2,3,457,24689,15125,3991,9588,192
1,3,1410,12723,640,9288,702,2746
1,1,1156,24913,23854,7127,7012,4309
2,3,1149,16534,15929,4974,3052,1743
1,1,278,21419,7409,9900,367,4713
1,3,1273,2980,14161,3415,8649,1375
2,2,1819,13956,10294,411,5418,875
1,3,409,10686,16603,6232,4889,3859
1,1,537,5126,267,4776,3816,2433
1,3,1559,13260,20087,4519,9634,1989
1,3,1840,9797,20487,5940,4795,2382
2,2,211,22321,7657,2968,3241,3335
1,1,487,9259,21024,9647,8434,1221
2,3,1781,7378,8923,7608,9973,1614
